0.8684543,1.143733
0.9128766,1.349062
1.124327,0.7001776
0.7878963,0.3805481
0.8160467,0.4488393
1.519004,0.8543676
0.4351572,1.083868
0.7496533,0.8282013
1.62219,1.141469
1.66423,0.9817605
1.155282,1.572584
1.413132,0.6917127
1.409906,1.315287
0.4287902,1.024778
1.649311,1.023707
0.8289409,1.559874
0.5211209,1.481586
1.096827,0.7179347
1.439275,1.485856
1.133083,1.117539
0.4879886,0.5993445
0.8183044,0.5136017
1.158081,0.5389991
1.413472,1.039161
1.457172,1.142144
1.41561,0.7198828
1.406249,1.05499
0.3813861,1.052145
1.172371,1.247368
0.6506269,1.509088
0.6863199,0.8186359
1.235288,1.043218
0.6765474,0.7896351
0.5691532,1.272689
1.200774,1.427962
1.50692,1.053877
1.071618,0.3473897
1.689602,0.9920576
1.631934,1.008616
0.8091839,0.7938865
0.5480577,0.9736131
0.6381924,0.8160113
1.097617,0.4309684
0.7578897,0.806699
0.6743861,0.5765271
1.561521,1.154307
1.267476,0.7408151
0.9725095,0.6301627
0.3531125,1.071253
0.3804122,1.057009
0.4903325,1.348716
1.563207,0.8452305
0.3491141,0.9128585
1.586745,1.121154
1.203789,0.3356245
1.185288,0.8311107
1.636712,1.01973
0.7766711,0.4956377
1.586765,1.302237
0.6172135,0.9152372
1.604247,1.097642
0.9262873,1.61461
0.7169939,1.185013
0.6848582,0.5554201
1.369773,0.772307
1.382123,1.201118
0.8611738,0.4316978
0.4619527,0.8523988
1.06922,1.548642
1.334925,1.367237
0.7720342,0.8919976
1.313193,0.9713942
1.586945,1.204546
0.9664686,0.6494431
1.5347,1.005669
1.566489,0.5933929
1.539322,0.9601836
1.193658,0.9301236
1.218823,1.180879
0.8715911,0.5330752
1.376263,1.05915
1.331027,1.493077
0.8663667,0.4876488
0.678804,1.179345
1.218788,1.251438
1.285949,0.4049855
1.14044,1.650714
1.099996,1.568221
1.341949,0.8624871
1.248099,1.013003
0.7882702,1.369448
1.128137,0.3211336
0.7637202,1.042294
1.628129,1.079189
0.4532945,1.032528
1.597693,1.01194
1.311017,0.8115556
1.038231,0.7284527
1.470554,1.447128
1.558489,1.032756
1.176991,1.021047
1.033972,0.7681147
0.7136774,0.924165
1.248831,1.195545
0.7056234,0.6924759
0.7200873,1.151397
0.8842163,1.643253
1.423532,1.024079
0.7149009,1.445152
0.716618,1.034387
1.490275,1.049009
0.3711227,0.9531587
1.08213,1.079679
0.6682653,1.068349
0.4967975,1.428594
0.5671294,0.9133515
0.9325155,0.3472367
0.3928501,0.8332525
0.753191,0.9845637
0.8282228,0.7318087
0.9188906,1.142865
1.006442,0.6927475
0.5493641,1.178253
1.038862,0.3198834
0.3868752,1.175483
1.152352,1.189311
0.3552209,0.8192651
1.635238,1.162743
0.8209013,1.327787
1.531742,1.060307
0.7456664,1.290895
1.465859,1.035763
1.421811,1.221323
0.9047831,0.9434823
1.530037,0.6155583
0.8412222,0.7463946
0.5014094,0.9570063
1.460685,1.315753
1.260121,0.6206258
0.4762989,1.432744
1.54827,1.372929
1.439862,1.425359
0.892755,0.4277063
1.170543,1.561355
1.6137,0.8001257
0.5988675,1.54767
1.022918,1.530381
1.384396,0.7270718
0.8727275,1.649799
1.404575,1.453429
0.8850648,1.031533
1.115198,1.044909
1.508721,0.5458686
0.6711419,1.137468
0.9505155,0.8527528
1.626568,0.7437075
1.26374,1.350734
1.237745,1.566573
1.652327,1.196386
1.393498,1.024244
1.278032,1.01987
1.281283,1.289067
1.140394,1.424618
1.173768,0.767653
1.459012,1.223882
0.5884116,1.125946
1.473186,0.8777
1.107079,1.182325
1.053636,0.4052554
0.6537144,0.6088323
0.8197157,0.8640651
1.299155,1.240481
0.4049295,1.336256
0.4226797,1.212424
1.345539,0.5519312
1.256771,1.213124
1.099878,1.058709
0.8892992,0.842221
1.25216,1.42213
1.579033,1.316768
1.429108,1.306184
1.50617,0.8125913
1.235586,0.9667238
0.3860663,0.7763876
0.9094656,0.9389658
0.7384199,0.791657
1.040389,1.613553
0.9075865,1.407156
0.5386317,1.101046
1.282075,0.5778475
1.576277,1.330714
1.304666,1.598888
1.320432,1.093439
0.841271,1.345678
0.5975515,0.6911792
0.9845617,1.668263
1.636948,1.150699
0.966181,1.666686
1.456975,0.8782712
0.6963316,0.4270362
1.802808,3.576234
2.375585,2.525834
2.632385,2.796166
2.543423,2.775611
1.979973,3.671634
2.013549,3.128761
2.374448,3.393801
1.936341,2.82057
1.590241,3.162862
2.307485,2.587212
1.799371,2.522703
2.254344,2.503818
2.162434,2.570307
1.782653,2.795023
1.933103,2.498977
1.655514,3.099626
2.506332,3.100542
2.527289,2.808901
2.500755,3.065685
2.284253,3.53629
1.618548,3.458167
1.689024,2.731058
1.983469,2.580586
2.325399,2.674094
2.351231,3.005691
2.236539,2.563444
1.371938,3.216007
2.003316,2.575468
2.277845,3.009951
2.505116,3.427626
1.786993,3.215547
1.613739,3.243843
2.304498,3.115472
2.488263,2.834762
1.909373,3.290707
2.052202,3.655998
2.119848,3.023914
1.364133,3.146919
2.035245,2.807935
2.21842,3.613823
1.963133,3.688073
1.913208,3.499836
2.335659,3.297344
1.99316,3.543578
1.722821,3.051136
2.529865,3.060581
1.695845,3.265943
2.43434,2.552197
2.239494,3.129848
1.781219,2.405207
2.153162,3.14205
2.561565,3.090881
2.114224,3.268364
1.670007,2.591127
1.943764,2.606263
1.789834,3.135621
1.87803,3.443248
1.538478,3.403689
2.193603,3.270737
2.121422,2.870505
1.956417,3.541701
2.445602,2.720866
1.550952,3.492616
2.375322,3.34419
1.54063,3.104138
1.952888,2.468404
1.930102,2.990099
2.110867,3.64147
1.341202,2.806316
2.046474,3.113869
2.00634,3.016978
2.686431,3.005611
2.330239,2.6736
2.000254,2.875964
2.603216,3.261587
2.207146,3.363321
2.173252,3.461878
2.641098,3.19521
1.910165,3.361539
2.310441,3.533016
1.374216,2.937692
2.026809,2.913192
2.480496,2.777998
1.946289,3.160627
1.947821,2.882783
2.043912,3.145962
2.19186,3.241025
1.862977,2.702284
1.907668,3.329169
1.861124,3.14182
1.700198,2.463547
2.163448,3.442247
2.547195,3.38016
1.915906,3.090647
1.985975,3.646002
2.333208,3.110146
2.284212,3.246807
2.029256,2.34759
2.246444,3.384229
2.27526,3.199338
2.325863,3.295006
2.639693,3.279511
1.990721,2.93028
2.24156,2.720109
1.732318,3.48601
1.717538,2.803404
2.418441,3.120064
2.523066,3.065454
2.078437,2.419418
2.289106,3.017928
2.431896,3.546468
2.453144,2.831665
1.538519,3.251603
1.803988,2.772652
2.668892,3.084833
2.491017,3.106886
1.819511,3.202039
2.11305,3.524852
1.434785,2.727679
2.398016,2.448263
1.673606,2.450971
2.355967,3.182101
1.920014,3.369727
2.142512,3.12647
1.745479,3.318927
1.745437,2.426193
2.022213,2.586607
2.1748,2.629864
1.776045,3.106025
1.528808,3.394969
2.421541,3.297254
1.56504,2.613216
2.455368,3.010662
1.529724,3.009123
1.806623,2.704445
1.99765,3.498539
2.230914,3.631495
1.768114,3.363823
1.631853,2.992283
2.187644,3.294208
2.305707,2.672502
1.949341,3.504761
1.309346,2.934751
1.960791,2.454373
1.690629,3.333266
1.778751,3.278697
1.478807,3.016931
1.808414,3.348233
1.976128,3.424863
1.561888,3.063178
2.395383,3.230624
2.266886,3.606803
2.243131,2.635386
1.603805,2.875176
1.90981,2.55121
2.547826,3.195791
2.217697,3.447079
2.439236,3.247037
2.110877,3.597422
2.388458,3.515814
2.412655,2.878692
2.163918,2.861932
2.435971,3.127457
2.451279,2.795731
1.618795,3.211151
2.210054,3.090284
1.693187,3.209196
1.963389,2.440619
1.908343,3.529261
1.523851,3.39207
2.404078,3.542122
2.312343,2.936716
1.51336,2.765033
2.269075,3.192759
1.784701,3.474261
1.437606,3.369953
1.681027,2.385696
1.634581,3.031485
1.486451,3.016243
2.413182,3.547515
1.678693,2.497841
1.568748,2.642508
2.474456,3.262576
2.581081,3.147333
2.648323,2.844665
1.737088,2.541568
1.772084,2.892612
1.628225,3.301104
1.923455,2.517133
2.242797,2.992672
1.586373,3.440419
1.726851,2.920568
2.576094,2.85696
1.516835,2.786564
2.128739,2.345737
2.660121,3.183908
2.06359,2.880945
2.330299,3.182266
1.985505,2.395354
1.798092,2.530407
3.284698,5.233625
3.154962,4.732219
3.152351,5.044947
2.836082,5.417372
2.887533,4.356944
3.185805,5.59911
3.143923,4.522336
2.704672,4.644125
3.271982,4.390722
2.409955,5.279374
3.267099,5.333711
3.346451,5.367186
2.946734,4.449486
3.228227,5.277676
3.090407,4.812794
3.0298,5.461735
3.493746,5.324081
2.537598,5.500001
3.296016,5.530253
2.406607,5.150194
3.25095,4.832369
3.467928,4.832028
3.616646,5.285333
3.288464,5.082278
3.141945,4.484447
3.401334,4.483483
3.324402,5.39482
3.384964,5.169891
3.343267,5.49874
2.786853,5.407753
3.159876,5.490946
3.477168,4.732324
2.892142,4.637192
3.178276,5.241448
2.760753,5.626466
2.928555,5.562342
2.394134,4.93265
2.503137,5.01196
2.992768,4.955605
2.536069,5.4889
3.046542,5.1632
3.397364,5.137345
2.355403,5.154866
2.951062,4.305437
2.837658,5.670761
3.285822,5.068265
3.433874,5.110848
2.603798,5.217051
3.344133,5.057557
3.393617,4.739436
2.565933,4.536774
2.880278,4.31673
3.052879,5.092005
3.153275,5.030573
3.555922,5.143924
